,article_title,lastrevid
2083,Jean-Henry-Louis Greffulhe,1112230604
2084,Louis Grillot,1106686659
2085,Alain Griset,1089002351
2086,Jules Gros (journalist),1093401635
2087,Odette Grzegrzulka,1104771590
2088,Guillaume IV de Melun,1067877319
2089,Joseph-Ignace Guillotin,1111272997
2090,Joseph Guinard,959651896
2091,Maurice d'Hartoy,995050241
2092,Guy Hascoët,1056747043
2093,"Charles Louis Bernard de Cléron, comte d'Haussonville",1067846753
2094,Paul Hay du Chastelet,997682962
2095,Louis-Étienne Héricart de Thury,1075236229
2096,Édouard Hervé,1084277287
2097,Philippe Hervieu,1092778353
2098,Prosper Hochet,1021076730
2099,"Charles Louis Huguet, marquis de Sémonville",1081082798
2100,Georges Humann,1082744637
2101,Philippe Hurault de Cheverny,1093422949
2102,Max Hymans,1044123593
2103,Laurent Jacobelli,1114706891
2104,Jean-Pierre Gorges,1106117826
2105,Armand Félix Marie Jobbé-Duval,1082744075
2106,Édouard Jonas,1042856307
2107,Jean Kaltenbach,1100351334
2108,Philippe Karsenty,1114892620
2109,Pierre-Charles Krieg,1102306848
2110,Étienne de La Grange,1067940807
2111,"François-René de La Tour du Pin Chambly, marquis de La Charce",1067646077
2112,Guillaume-Xavier Labbey de Pompières,1041683862
2113,Joachim Labrouche,1056915263
2114,Suzanne Lacore,1110950805
2115,Jean-Baptiste Lacoste,1056915372
2116,Chrétien François de Lamoignon de Basville,1042575253
2117,Antoine-Adrien Lamourette,1068403285
2118,Hyacinthe Gaëtan de Lannion,1083146472
2119,Louis Lareng,1108483794
2120,Hippolyte Laroche,1016084594
2121,Marc David Alba Lasource,1079932605
2122,Lucien Le Foyer,1097841196
2123,Jean Le Mercier,1067920653
2124,Patrick Leclercq,1094044508
2125,Adrien de Lezay-Marnésia,1067876372
2126,Gustave Lhopiteau,1047972863
2127,Eric Loiselet,1082744804
2128,David Lorion,1094475527
2129,Charles Luca,1056918597
2130,Jean-Baptiste Mailhe,1106110853
2131,Jacques-Antoine Manuel,1092028739
2132,Jacques Marquet de Montbreton de Norvins,1034252351
2133,Damien de Martel,1087438466
2134,Henri Martin (winemaker),1067813083
2135,Philippe Massoni,1097454062
2136,Jean Mattéoli,1095618313
2137,Charlemagne de Maupas,1058537657
2138,Jeanne Mélin,1067041266
2139,Émile-Justin Menier,1107107209
2140,Paul Mentré,1115036455
2141,Jean Ernest Mercier,1060089304
2142,Dominique Meyer,1096058170
2143,Daniel Mio,1101221150
2144,Bon-Adrien Jeannot de Moncey,1058640914
2145,Joseph François Augustin Monneron,883964038
2146,Gérard Montassier,1100353450
2147,Guillaume-Isidore Baron de Montbel,1011997346
2148,Jean Baptiste Antoine Auget de Montyon,1067722137
2149,Yvon Morandat,1107595141
2150,Bernard Morel (economist),1098804764
2151,Alex Moscovitch,1069907006
2152,Ilham Moussaïd,1099922454
2153,Lionel de Moustier,1082391687
2154,Simon Nora,1082168099
2155,Albert Ollivier,1084584916
2156,Érik Orsenna,1081472130
2157,Louis Pailhas,1112614011
2158,Philippe Paolantoni,1100822300
2159,Alexandre Parodi,1114330360
2160,Pierre Pasquini,1049369444
2161,Constantin Pecqueur,1107566909
2162,Hélène Pelosse,1040666223
2163,François-Xavier de Peretti,1050652439
2164,Joseph Périer,1111580311
2165,Victor Perret,1014506148
2166,Marc Perrin de Brichambaut,1095867371
2167,Marcel Petiot,1111961176
2168,Henri Peyroux de la Coudrenière,939917134
2169,"Louis Phélypeaux, comte de Saint-Florentin",1067590832
2170,"Louis Phélypeaux, marquis de La Vrillière",1067707780
2171,"Louis Phélypeaux, seigneur de La Vrillière",1067769050
2172,Hajasoa Vololona Picard,1070552905
2173,Louis Pierna,1106902703
2174,Pierre Ferri-Pisani,1105248262
2175,Ernest Pinard,1097917556
2176,Christophe Porquier,1070642143
2177,Antoine Portail,1034304794
2178,Michel Pouzol,1050936152
2179,Henri Pozzi,1044712445
2180,Rodolphe Prager,1083697354
2181,Francis de Pressensé,1109074521
2182,Angèle Préville,1090314219
2183,Gabriel Puaux,1014505899
2184,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1028266238
2185,Jean-Marie Rausch,1112230445
2186,Jean Reboul,1078446564
2187,Marie Roch Louis Reybaud,1033977038
2188,René Ribière,1041685164
2189,Antoine Richard du Cantal,1014225041
2190,Marthe Richard,1099050150
2191,Philippe Rio,1104409292
2192,Jean Gabriel Maurice Rocques,1084299616
2193,Joseph Romain-Desfossés,1104367647
2194,José Rossi,1057534232
2195,Sandrine Rousseau,1114415628
2196,Alexandre Rousselin de Saint-Albin,1084300380
2197,Ernest de Royer,1097929651
2198,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",1100727957
2199,Jean Sauvage,1026702472
2200,Jean-Baptiste Say,1112994737
2201,Lucile Schmid,1114853737
2202,Michel Souplet,1102390019
2203,Anton Carl Ludwig von Tabouillot,968436799
2204,Claude Taleb,1057709881
2205,François-Alexandre Tardiveau,1097931338
2206,Jean Tavernier,1102536154
2207,Pierre Edmond Teisserenc de Bort,1082741642
2208,François Auguste de Thou,1068356846
2209,Jacques-Alexis Thuriot de la Rosière,1079933261
2210,Lionel Tivoli,1111142368
2211,Jean-Michel Tobie,1057711903
2212,Charles de Varigny,1074726624
2213,Henri-Auguste-Georges du Vergier,1093617817
2214,Gaston Vidal,985470476
2215,Jean-Paul-Alban Villeneuve-Barcement,1101593671
2216,Adolphe Vuitry,1104724822
2217,Laurent Wetzel,1100263797
2218,Charles Emile Wickersheimer,1055444494
2219,Fred Zeller,1084196242
2220,Éric Zemmour,1112562821
2221,Jean-Marie Zoellé,1104091453
2222,Jean Zyromski,1086798723
2223,Mathurin Anghiley,1025291924
2224,Jean-Hilaire Aubame,1105996544
2225,Paul Gondjout,1105996818
2226,Erlyne Antonella Ndembet,1100454050
2227,Estelle Ondo,1107214410
2228,Ida Reteno Assonouet,1053608075
2229,Abou Karamba Kassamba,1109005014
2230,Ajaaratou Satang Jow,1096298330
2231,Amie Bojang-Sissoho,1088360793
2232,Abdoulie Bojang,1009847235
2233,Buba Samura,1109005820
2234,Fatou Sanyang Kinteh,1112551531
2235,Mai Fatty,1113100028
2236,Omar Gassama,1061724992
2237,Modou Bamba Gaye,1009847195
2238,Amadou Scattred Janneh,1059365217
2239,Fabakary Jatta,1086017014
2240,Joseph Henry Joof,1099209990
2241,Kunda Kamara,1113498194
2242,Lucretia St. Clair Joof,1063074971
2243,Muhammed Magassy,1009849522
2244,Basiru Mahoney,1099211698
2245,Alieu Badara Njie,1021130685
2246,Momodou Sabally,1091668111
2247,Lamin Saine,1018074300
2248,Pap Cheyassin Secka,1112373531
2249,Alieu Badara Saja Taal,1112551276
2250,Zaur Ardzinba,1089310400
2251,Gennadi Berulava,919556858
2252,Mikhail Bgazhba,1060118428
2253,Samson Chanba,963109084
2254,Efrem Eshba,1001303004
2255,Almas Japua,949821890
2256,Batal Kobakhia,944899943
2257,Valerian Kobakhia,1113808003
2258,Nestor Lakoba,1105224625
2259,Sumbat Saakian,1046266028
2260,Shota Shamatava,723736482
2261,Bagrat Shinkuba,1084452914
2262,Werner E. Ablaß,1100348263
2263,Karl Gustav Ackermann,1000117915
2264,Rudi Arndt,1107533445
2265,Rudolf Bahro,1107876591
2266,Otto Ballerstedt,1113203053
2267,Joachim Otto von Bassewitz,1093387234
2268,Bruno Baum,1084699735
2269,Karl Theodor Bayrhoffer,1083425343
2270,Otto Beck,961688162
2271,Klaus Bernbacher,1043818216
2272,Gerhard Besier,1085857797
2273,Georg von Blumenthal,1069224768
2274,Johann Christian von Boyneburg,1068219706
2275,Kristin Brinker,1079038395
2276,Rudolf Brinkmann (economist),1102950546
2277,Wolfram Brück,1112976357
2278,Ignatz Bubis,1097419085
2279,Stephan von Dassel,1105055233
2280,John Ehret,1105466617
2281,Karl Eichfeld,1074867565
2282,Dieter Engels,1096417332
2283,Christian Wilhelm Karl Ewald,721838555
2284,Christian August von Eyben,1034821660
2285,Georg Fein,1083507112
2286,Heinrich Fleißner,1069865479
2287,Friedrich Johannes Frommann,1093387022
2288,Paul Fugger von Kirchberg und Weißenhorn,961559177
2289,Günter Gaus,1101404633
2290,Friedrich von Gentz,1105538317
2291,Tobias Goldschmidt,1102569953
2292,Carl Heinrich Wilhelm Hagen,1089339965
2293,Gert Haller,1068252041
2294,Karl Harrer,1028295986
2295,Roland Heintze,1068223262
2296,Hermann Heller (legal scholar),1095832234
2297,Jakob Heller,1068264022
2298,Ernst Henrici,990661354
2299,Georg Herber,1063336993
2300,Rudolf Hilf,1065378015
2301,Joseph Hillebrand,1085956099
2302,Ulrike Höfken,1085014516
2303,Herwart von Hohenburg,1044168190
2304,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1064760958
2305,Hermann Eduard von Holst,1085957484
2306,Friedrich von Holstein,1111872470
2307,Martin Horn (politician),1046681559
2308,Christoph Ernst von Houwald,1082762897
2309,Bernd Hüttemann,1103984958
2310,Emilie Kiep-Altenloh,1084967295
2311,Johann Ludwig Klüber,1001372874
2312,Caio Koch-Weser,1106322517
2313,Tobias Köck,992518323
2314,Francis Kruse,1079057379
2315,Gottlob Johann Christian Kunth,1093387209
2316,Dieter Kunzelmann,1109123229
2317,Kurt Blaum,1112069971
2318,Marianne Laqueur,1076451247
2319,Charles Lavy,1074874230
2320,Felix Lichnowsky,1077654837
2321,Moriz Lieber,1027471881
2322,Eduard von Liebert,1109188118
2323,Ludwig von Lützow (politician),804957332
2324,Carl Otto von Madai,1085599848
2325,Wolfgang Mischnick,1112295425
2326,Armin Mohler,1109261988
2327,Max Montgelas,1068164318
2328,Wolfgang Müller von Königswinter,1042527354
2329,Joseph Musiol,1016666026
2330,Theodor Olshausen,1113510313
2331,Dietrich Heinrich Ludwig von Ompteda,1087370444
2332,Max von Oppenheim,1094067330
2333,Christian Friedrich von Otto,1012546526
2334,Christian Theodor Overbeck,1098863553
2335,Hans Paasche,1069647177
2336,Walter von Saint Paul-Illaire,1084965273
2337,Friedrich-Carl Peus,1008949457
2338,H. Busso Peus,1005034968
2339,Wolfgang Pfahl,1099833178
2340,Franz Seraph von Pfistermeister,1107613099
2341,Adolf Pilar von Pilchau,1063814286
2342,Boris Pistorius,1068458723
2343,Gunter Pleuger,1104322145
2344,Eduard Puricelli,1096745331
2345,Johan Rantzau,1115015874
2346,Albrecht von Rechenberg,1113811454
2347,Moritz Rittinghausen,1067085488
2348,Wolfgang Roth (politician),1100825660
2349,Eduard von Schele zu Schelenburg,785399343
2350,Marco Scherbaum,1035698461
2351,Paul Schiemann,1088399730
2352,Ernst Wilhelm von Schlabrendorf,1001280832
2353,Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950
2354,Andreas von Schoeler,1100044716
2355,"Joachim, Count of Schönburg-Glauchau",1107354164
2356,Peter Schott,1083058544
2357,Günther Schwarz (politician),1096148976
2358,"Adam, Count of Schwarzenberg",1081128413
2359,Mignon Schwenke,1078055144
2360,Veit Ludwig von Seckendorff,1060960076
2361,Joachim Siegerist,1114262519
2362,Paul Spiegel,1081789630
2363,Baldur Springmann,1109697793
2364,Ashok-Alexander Sridharan,1093387162
2365,Gerhard Stahl,1106125356
2366,Karl von Starck,1093387150
2367,Gustav Adolf Steengracht von Moyland,1101443177
2368,Henry Ernest of Stolberg-Wernigerode,952858312
2369,Günter-Helge Strickstrack,1101202253
2370,Anna Strohsahl,1072989611
2371,Bertram von Sturm,1105328568
2372,Heinrich Sudermann,1093940916
2373,Anton Tausche,1019260550
2374,Wolfgang Templin,1050277861
2375,Stanislaw Trabalski,1113737373
2376,Heinrich Voelter,1093387113
2377,Hans-Karl von Unger,1070061609
2378,Hellmuth Weiss,1092937402
2379,Hugo Wesendonck,1016582283
2380,Klaus Wiener,1096229854
2381,Willi Brundert,1112014445
2382,Ludwig Georg Winter,1062661561
2383,Hermann Wittich,1011310804
2384,Petra Zais,1056946262
2385,Hans Ziegler (politician),1071469913
2386,Nicolas Zippelius,1093385763
2387,Yaw Owusu Addo,1065923425
2388,Joseph Adjei Buadi,1061628478
2389,Daniel Alolga Akata Pore,1073036835
2390,Chris Bukari Atim,959224438
2391,Ato Austin,1093114915
2392,Kofi Batsa,1087765660
2393,Larry Bimi,1098579767
2394,George Boakye,1073797199
2395,Nana Agyenim Boateng,1093130645
2396,Alhaji Umar B. Bodinga,1093130635
2397,Cornelius Dartey Tay,1114123502
2398,Vincent Kwabena Damuah,1028775193
2399,Daniel Buadi,1109993134
2400,Dickson Adomako Kissi,1105487488
2401,G. A. K. Dzansi,1070814156
2402,Ekow Daniels,1113264331
2403,Emmanuel Kwamina Crentsil,1109989757
2404,Samuel Gyabaah,1107578600
2405,J. E. Casely Hayford,1105203777
2406,Hopeson Adorye,1108880279
2407,Mariam Iddrisu,1106941716
2408,John Kofi Barku Tettegah,1073037069
2409,Agyen Kokobo,1103370225
2410,Kofi Koranteng,1105318021
2411,Ofusu Kwabi,1103370473
2412,Dan Lartey,1073037101
2413,Joshua Makubu,1077828963
2414,Margaret Ocran,1114123721
2415,John Mensah Sarbah,1105403308
2416,Frederick Nanka-Bruce,1101467306
2417,Nelson Kwami Maglo,1115083610
2418,Matthew Opoku Prempeh,1107283015
2419,Benjamin Quartey-Papafio,1107694631
2420,Shani Alhassan Saibu,1093131797
2421,John Hope Smith,1041213534
2422,Sulemanu Kwame Tandoh,1113923144
2423,John van der Puije,1075906576
2424,Victoria Tagoe,1106274564
2425,Nana Oye Mansa Yeboaa,1073037291
2426,Sefis Anastasakos,1114739706
2427,Avraam Vaporidis,1114426656
2428,Christos Daralexis,1083450519
2429,Alcibiades Diamandi,1114419735
2430,Ali Dino,1100574549
2431,Georgios Drys,1100415739
2432,Asimakis Fotilas,1006771435
2433,Spyridon Galinos,1089668131
2434,Nasos Iliopoulos,1106592503
2435,Ioannis Malachias,1114420316
2436,Theophilos Kamberidis,1110970525
2437,Stavros Karampelas,1104181536
2438,Ioanna Karyofylli,1056916313
2439,Giorgos Katiforis,1111751689
2440,Yannis Katsafados,1104181599
2441,Matthaios Kofidis,1102436898
2442,Georgios Kourtoglou,1114426821
2443,Failos Kranidiotis,1104132636
2444,Nikolaos Makris,1111030855
2445,Ismail Molla,1104133505
2446,Yannis Moralis (politician),1100915111
2447,Traianos Nallis,1114425452
2448,Theodoros Negris,1102675411
2449,Nicholas Yatromanolakis,1100089189
2450,Alketas Panagoulias,1104856286
2451,Yiannis Papadimitriou,1108494320
2452,Alekos Papadopoulos,1107126511
2453,Takis Papageorgopoulos,1105944213
2454,Fotis Perlikos,1104133452
2455,Avraham Rakanti,1072684407
2456,Vassilis Rotas,1102118708
2457,Neoklis Sarris,1104130544
2458,Simos Simopoulos,1105193105
2459,Sofoklis Avraam Choudaverdoglou-Theodotos,1114427010
2460,Christos Stefanopoulos,1012908864
2461,Fotini Dekazou Stefanopoulou,1098836353
2462,Georgios Tertsetis,1104880784
2463,Giannis Theonas,1098690964
2464,Theofanis Tombras,1114952556
2465,Eugenia Tsoumani-Spentza,1104132955
2466,Nikolaos Tsourouktsoglou,1114427025
2467,Spyridon Valettas,1110410508
2468,Leonidas Varouxis,980510556
2469,Nikitas Venizelos,1102875015
2470,Lysandros Vilaetis,1109867368
2471,Nikolaos Vilaetis,996226732
2472,Anestis Vlahos,1111524798
2473,Christos Zachopoulos,1104181728
2474,Konstantinos Zervas,1114964866
2475,Spiros Zournatzis,1110992544
2476,Francis Alexis,1106131084
2477,Gloria Banfield,1110309816
2478,Michael Church,1081369594
2479,George E. D. Clyne,1108379059
2480,John Watts (Grenadian politician),1108378504
2481,Aldana Sandoval,1016735357
2482,Bernardo Arévalo,1094016150
2483,Diego Arzú,994008639
2484,Roberto Arzú,1115340042
2485,José Alejandro de Aycinena,1105274921
2486,Juan José de Aycinena y Piñol,1049450556
2487,Mariano de Aycinena y Piñol,1102014820
2488,Luis Batres Juarros,1112182409
2489,José Batres Montúfar,1022252511
2490,Óscar Berger,1089285349
2491,Pedro Brolo,1081681567
2492,Ricardo Bueso,940020310
2493,Harold Caballeros,1099268106
2494,Jafeth Cabrera,1099270690
2495,Carlos Castillo Medrano,1015536139
2496,Guillermo Castillo Reyes,1099268320
2497,Álvaro Colom,1105560502
2498,Manuel Conde Orellana,1101960386
2499,Edwin Escobar Hill,1102909542
2500,Rafael Espada,1104658241
2501,Isaac Farchi,1079444582
2502,Juan Alfonso Fuentes Soria,1099270758
2503,Estuardo Galdámez,1079728548
2504,Jorge García Granados,1005789513
2505,Alejandro Giammattei,1114220020
2506,Joaquín Méndez,994237073
2507,Jonathan Menkos,1061130261
2508,José Milla y Vidaurre,1096499032
2509,Roberto Molina Barreto,988794061
2510,Pedro Molina Mazariegos,1085227843
2511,Luis Francisco Ortega Menaldo,1099693937
2512,Manuel Francisco Pavón Aycinena,1112182125
2513,Otto Pérez Molina,1109584660
2514,Samuel Pérez Álvarez,1053436126
2515,Guillermo Pineda,1113000081
2516,Ramiro Ponce Monroy,1070637606
2517,Alfonso Portillo,1108568192
2518,Mariano Rivera Paz,1111971102
2519,Rafael Spinola,1110719920
2520,Eduardo Stein,1106098519
2521,Manuel Villacorta,1099232298
2522,Najib Roger Accar,1112725055
2523,Thierno Aliou,1025501033
2524,Mahmoud Bah,1049369237
2525,Mamadou Boye Bah,1008440784
2526,Fodé Bangoura,1009816783
2527,Karim Bangoura,1073546958
2528,Mafory Bangoura,1113979706
2529,Barry III,1037294196
2530,Alpha Oumar Barry,1100306971
2531,Diawadou Barry,1112725061
2532,Ibrahima Sory Barry,1112725057
2533,Édouard Benjamin,1098226724
2534,Balla Camara,1112725063
2535,Bengaly Camara,1112725056
2536,Damantang Camara,1112724242
2537,Faraban Camara,1112725059
2538,Sekou Benna Camara,1009820042
2539,Zeinab Camara,1112724247
2540,Fode Cisse,1112725062
2541,Saliou Coumbassa,1112725065
2542,Moussa Diakité,1073455560
2543,Abdourahamane Diallo,1112725058
2544,Boubacar Yacine Diallo,935484538
2545,Mamadou Pathé Diallo,1073454394
2546,Siradiou Diallo,1112724249
2547,Yacine Diallo,1092557835
2548,Lansana Diané,1063277893
2549,Alioune Dramé,1112725064
2550,K. Guilavogui,1112725060
2551,Mory Sinkoun Kaba,1060639872
2552,Tibou Kamara,1112725372
2553,Fodéba Keïta,1067563243
2554,N'Famara Keïta,1112725068
2555,Dansa Kourouma,1101142891
2556,Mohamed Mancona Kouyaté,1112725066
2557,Édouard Niankoye Lamah,1112725069
2558,Albert Liurette,1085978167
2559,Achkar Marof,1101766150
2560,Claude Pivi,1112725067
2561,Dinah Salifou,1037922695
2562,Koutoub Moustapha Sano,1093887825
2563,Mamba Sano,1009816569
2564,Aissata Mariama Soumah,1097485606
2565,Ibrahima Abé Sylla,1107767553
2566,Diallo Telli,1102824817
2567,Abdoulaye Touré,1112724313
2568,Ahmed Sékou Touré,1112724316
2569,Facinet Touré,1098811499
2570,Fode Mamadou Touré,1106179969
2571,Ismaël Touré,1073451932
2572,Elhadj Oumar Traoré,1096054747
2573,Fatumata Djau Baldé,1107191100
2574,Botche Candé,992221311
2575,Juliano Fernandes,1015285975
2576,Teodora Inácia Gomes,1060153270
2577,Desejado Lima da Costa,1032053724
2578,Aristide Menezes,962416187
2579,Florentino Mendes Pereira,1050514853
2580,Carmelita Pires,1106560808
2581,Antony Beaujon,1106439867
2582,Stephen Campbell,1013071843
2583,John Carter (ambassador),1096498796
2584,Peter D'Aguiar,1100463683
2585,Roy Fredericks,1104523261
2586,Rahman Baccus Gajraj,1096500129
2587,Winifred Gaskin,1016837135
2588,Joseph Harmon,1106715889
2589,Rashleigh Jackson,1108864086
2590,Manzoor Nadir,1114156655
2591,Ubraj Narine,1087702811
2592,Robert Persaud,1088025837
2593,Jane Phillips-Gay,1073902299
2594,Barton Scotland,1106310966
2595,C. N. Sharma,1072664390
2596,Alfred A. Thorne,1100603457
2597,A. R. F. Webber,1083499032
2598,Robert Victor Evan Wong,1028313429
2599,President of Haiti,1098603555
2600,Georges Anglade,1111159275
2601,Paul Arcelin,1052181280
2602,Rosalvo Bobo,1107825181
2603,Jean-Fernand Brierre,1112520458
2604,Luckner Cambronne,1105781428
2605,Massillon Coicou,1101538289
2606,Oswald Durand,1067767886
2607,Evans Lescouflair,1109006283
2608,Gérard Gourgue,1105537507
2609,Ariel Henry,1114435824
2610,Fernand Hibbert,1031557383
2611,Jean-Chrisostôme Imbert,1071832914
2612,Joseph Mécène Jean-Louis,1039764304
2613,Jean Julme,999440341
2614,Joseph Lambert (Haitian politician),1110088327
2615,Lorimer Denis,1055857995
2616,Robert Manuel (politician),1075518483
2617,Frédéric Marcelin,1089181518
2618,Alix Mathon,1099843841
2619,Solon Ménos,1070020572
2620,André Michel (lawyer),930327874
2621,Jean-Baptiste Mills,1069328340
2622,Jules Solime Milscent,983313495
2623,Jovenel Moïse,1113925402
2624,Émile Nau,1087180722
2625,Septimus Rameau,1070020528
2626,Jacques Roumain,1002408885
2627,Philippe Thoby-Marcelin,1060022038
2628,Pompée Valentin Vastey,949968312
2629,Gary Victor,990782501
