,name,lastrevid,ores_prediction
5583,Helena Carreiras,1099448491,C
5584,Luís Filipe Castro Mendes,974486256,Stub
5585,"Manuel Antônio Ribeiro de Castro, Baron of Santa Rita",1095956737,Start
5586,Eduardo Catroga,986301250,Stub
5587,José Xavier de Cerveira e Sousa,1013676755,Start
5588,Carlos César,1106072948,C
5589,Jorge Coelho (politician),1100351031,Start
5590,José Correia da Serra,1097272445,C
5591,Ângelo Correia,1017628754,Stub
5592,António Maria de Sousa Horta e Costa,1096663144,Start
5593,António Borges Coutinho,1097154160,Start
5594,Francisco Manuel Homem Cristo,1074487934,Stub
5595,André Cusaco,975220499,Stub
5596,José Cutileiro,1105519394,C
5597,Humberto Delgado,1109618391,C
5598,Joana Amaral Dias,1113188762,Start
5599,Diogo de Castro,1093657158,Stub
5600,Teófilo Duarte,1035778803,Start
5601,Adalberto Campos Fernandes,940534013,Stub
5602,António Osório Sarmento de Figueiredo Jr.,1096663479,C
5603,Graça Fonseca,1080183595,Start
5604,Manuel Frasquilho,1020511721,C
5605,Pedro Frazão,1110176487,Start
5606,João de Freitas do Amaral,992931772,Start
5607,Gabriel Mithá Ribeiro,1110176719,C
5608,Azedo Gneco,1114754991,Stub
5609,Francisco Gomes da Silva,1107586520,C
5610,Tiago Mayan Gonçalves,1096656096,Start
5611,Luís Marques Guedes,1096656225,Stub
5612,José Maria de Sousa Horta e Costa,1106097103,C
5613,"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",1093387423,Stub
5614,Jorge Jardim,1053224306,Stub
5615,João Leão,1107458541,B
5616,Ricardo Baptista Leite,1105685125,GA
5617,Carlos Lélis,1100035200,Stub
5618,António Lino Neto,1072723017,C
5619,Paulo Lowndes Marques,1107778733,C
5620,Bruno Maçães,1104366992,Start
5621,Martim Pires Machado,1004496049,Stub
5622,Margarida Mano,1017549513,Stub
5623,Almerindo Marques,1100210355,Start
5624,Hermínio Martinho,1021510388,Start
5625,Manuel Martins Manso,1013841485,Start
5626,Guilherme d'Oliveira Martins,1097158306,Start
5627,Rita Matias,1113905945,C
5628,Filipe Melo (politician),1110177028,Start
5629,Manuel Monge (military figure),1017040116,Stub
5630,Teresa Morais,1017549526,Stub
5631,Mariana Mortágua,1099222694,Stub
5632,Francisco Pereira de Moura,1110974507,Stub
5633,Henrique Neto,1107778758,Start
5634,Bruno Nunes (politician),1110177476,Stub
5635,Diogo Pacheco de Amorim,1111717039,Start
5636,José Pacheco (politician),1099160777,Stub
5637,Álvaro Bulhão Pato,1017552926,Stub
5638,Pedro Pessanha,1115110224,Stub
5639,Jaime Nogueira Pinto,1089574826,Start
5640,Pedro Soares Pinto,1110177741,Start
5641,Telmo Pinto,1059602880,Stub
5642,António Pires de Lima,1100038206,Start
5643,Mário Lemos Pires,1101270169,C
5644,Alexandre Martins Pamplona Ramos,1074816304,B
5645,José Hipólito Raposo,1110701221,Start
5646,José Adriano Pequito Rebelo,1022363065,Start
5647,Joaquim Heliodoro da Cunha Rivara,1102773384,C
5648,Tiago Brandão Rodrigues,1091950746,Stub
5649,Filipa Roseta,1112314004,Stub
5650,"Francisco Xavier da Silva Pereira, 1st Count of Antas",1096862964,Start
5651,Augusto Santos Silva,1104075620,C
5652,Mouzinho da Silveira,1108533741,C
5653,Manuel Soares Costa,1098689269,Stub
5654,"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",1020058589,Start
5655,Rui Paulo Sousa,1110177590,Start
5656,Marta Temido,1110978526,Start
5657,António Topa,1099284051,Stub
5658,Francisco Manuel Trigoso,1102768482,Start
5659,Jorge Valsassina Galveias,1110176579,Start
5660,António Valverde Martins,1101185103,Stub
5661,André Ventura,1113024633,GA
5662,Abdulla bin Abdulaziz bin Turki Al Subaie,1112863618,Stub
5663,Ahmad bin Eid al-Thani,918431879,Stub
5664,Ahmed bin Muhammed Al Thani,1095368083,C
5665,Hamda bint Hassan Al Sulaiti,1096912386,Stub
5666,Salah bin Ghanim Al Ali,1096892403,Start
5667,Abdul Rahman bin Hamad Al Attiyah,1111178806,Start
5668,Abdul Aziz Bin Khalid Al-Ghanim,1102331990,Stub
5669,Khalid Al-Hail,1099820606,Start
5670,Mohamed Bin Mubarak Al-Khulaifi,894482142,Stub
5671,Mouza al-Malki,1110082330,Start
5672,Nassir Abdulaziz Al-Nasser,1102011906,C
5673,Ali al-Qaradaghi,1112620841,Start
5674,Abdulla bin Mohammed bin Saud Al Thani,1103645208,Start
5675,Hamad bin Jabor bin Jassim Al Thani,950626816,Start
5676,Khalifa bin Hamad bin Khalifa Al Thani,1114795734,C
5677,Tamim bin Hamad Al Thani,1115238869,B
5678,Radu Ciuceanu,1111240346,GA
5679,Gheorghe A. Lăzăreanu-Lăzurică,1114255066,FA
5680,Dukuvakha Abdurakhmanov,1114096602,Stub
5681,Yury Afanasyev,1085301375,Start
5682,Georgy Alburov,1109892427,GA
5683,Sergei Alexeyev,1056748404,Stub
5684,Salau Aliyev,1095776166,Stub
5685,Viktor Anpilov,1109165822,Start
5686,Mikhail Astafyev,1105488592,Stub
5687,Pavel Astakhov,1108166414,GA
5688,Marat Baglai,1063977275,C
5689,Mikhail Balakin,1111756420,C
5690,Anatoliy Baranov,1112405958,Start
5691,Maria Baronova,1102512810,GA
5692,Mikhail Barsukov,1115013214,C
5693,Olga Batalina,1111208577,Stub
5694,Mikhail Batin,1072125773,Start
5695,Odes Baysultanov,1111899467,Start
5696,Dmitry Begichev,1023113163,Stub
5697,Alexander Beglov,1097255025,C
5698,Oleg Belozyorov,1098564372,C
5699,Bogdan Belsky,1067490660,Start
5700,Andrey Belyaninov,1112768860,Start
5701,Ivan Besedin,1035891142,Stub
5702,Aleksei Bespalikov,1103539502,Stub
5703,Vladimir Biryukov (politician),1112321628,Start
5704,Yury Biryukov,1065726591,Stub
5705,Nikolay Bogachyov,1067487409,Start
5706,Maria Bolshakova,1097055202,Stub
5707,Pavel Borodin,1112776228,Start
5708,Alexander Bortnikov,1114292411,C
5709,Anatoly Bykov,1063432278,Start
5710,Sergey Chemezov,1107614080,GA
5711,Vladimir Chernukhin,1104507315,C
5712,Evgeny Chichvarkin,1112528742,GA
5713,Joaquim Crima,939147088,Stub
5714,Igor Demidov,1080824710,Stub
5715,Dmitry Demushkin,1108043660,Start
5716,Andrey Derevyankin,1108141217,Start
5717,Roman Dmitriyev,1039527306,Start
5718,Tsyren-Dashi Dorzhiev (politician),1114096603,Start
5719,Konstantin Dyulgerov,1114558539,C
5720,Geydar Dzhemal,1110044206,C
5721,Vladimir Efimov,1013980467,C
5722,Alexander Filatov,1109325167,Stub
5723,Leonid Filimonov,1096032570,Stub
5724,Dmitry Nikolayevich Filippov,1107437055,Start
5725,Boris Furmanov,1096031779,Stub
5726,Herman Gref,1097253657,C
5727,Vladislav Grib,1067568226,Stub
5728,Dmitry Grigorenko,1098101739,Start
5729,Alexander Grigoryev,1097254572,Stub
5730,Alexander Georgiyevich Gromov,1067518485,Stub
5731,Vladimir Gusinsky,1113532491,GA
5732,Sergey Mikhaylovich Ignatyev,1107436068,Start
5733,Igor Ivanov (politician),1082339168,Start
5734,Gennady Igumnov,1104871539,C
5735,Vladislav Inozemtsev,1112067471,Start
5736,Nikita Isaev,1108718802,Start
5737,Grigory Isayev,1104091324,Start
5738,Anton Alexandrovich Ivanov,1111887823,Start
5739,Viktor Ivanov,1111889849,GA
5740,Leonid Ivashov,1114181869,C
5741,Boris Kagarlitsky,1114110086,C
5742,Karim Baylak-oolovich Sagaan-ool,1107447505,Stub
5743,Lev Kasso,1023638673,Start
5744,Gennady Kazmin,1115066790,Start
5745,Ruslan Khasbulatov,1109165439,Start
5746,Vyacheslav Khizhnyakov,1103028517,Start
5747,Vitaliy Khotsenko,1114935860,Start
5748,Andrei Klepach,1098564839,Stub
5749,Roman Konoplev,1114094812,C
5750,Daniil Konstantinov,1108169709,C
5751,Gennady Konyakhin,1113703725,Stub
5752,Valentin Korabelnikov,1107204700,Start
5753,Andrey Korotkov,1097254788,Start
5754,Tatyana Koryagina,1109428319,Stub
5755,Konstantin Kosiakin,1078435995,Stub
5756,Konstantin Kostin (politician),1098564486,GA
5757,Pshemakho Kotsev,1057683992,B
5758,Mikhail Kovalchuk,1109153535,Start
5759,Aleksandr Kovalyov (politician),1066483568,Start
5760,Sergey Kravtsov (politician),1086279732,C
5761,Albert Krivchenko,1104173903,Stub
5762,Maxim Ksenzov,1112722741,GA
5763,Sergei Kukharenko,981865833,Start
5764,Dmitry Sergeyevich Kuzmin,1084815402,C
5765,German Kuznetsov,1080823202,Stub
5766,Mikhail Sergeevich Kuznetsov,1076563306,C
5767,Vladimir Kvachkov,1109002326,B
5768,Vladimir Laptev,1095471294,Stub
5769,Pyotr Latyshev,1113506778,Start
5770,Gennady Lebedev,1085533024,Start
5771,Igor Levitin,1098565066,GA
5772,Alexey Limanzo,1095898555,Stub
5773,Mikhail Lobanov,1114941700,GA
5774,Adilgerei Magomedtagirov,1101881487,Start
5775,Alexander Sergeyevich Makarov,1071134229,C
5776,Konstantin Malofeev,1112137638,C
5777,Akhmed Malsagov,1108240272,Start
5778,Evgeny Markin,1089432915,Start
5779,Vladimir Markin (journalist),1111884873,Stub
5780,Aleksandr Matovnikov,1115019616,GA
5781,Oleg Matveychev,1091953906,C
5782,Alexander Melnikov (politician),1021935583,Start
5783,Viktor Mikhailov (politician),1103531523,Stub
5784,Yevgeniya Mikhaylova,1080851008,Start
5785,Yevgeny Miller,1080825298,C
5786,Anatoly Mishnev,1105222950,Start
5787,Viktoriya Mitina,1114388100,Stub
5788,Mikhail Mokretsov,1115296902,Start
5789,Andrey Molchanov (businessman),1112768905,C
5790,Yuriy Molchanov,1112779683,Start
5791,Yevgeny Murov,1101226283,Start
5792,Valery Nazarov,1105957937,GA
5793,Vladimir Nikolayev (politician),1111372776,Start
5794,Valeriya Novodvorskaya,1095541057,GA
5795,Magomed Omarov (politician),1109566517,Start
5796,Kongar-ool Ondar,1093086725,Start
5797,Mikhail Oseevsky,1082420455,Start
5798,Mikhail Pakhomov,1080823535,Stub
5799,Nina Pereverzeva,1096203675,Stub
5800,Vladimir Petrovsky,1112067479,B
5801,Alexey Pleshakov,1100943430,Stub
5802,Andrey Podavalov,1103026410,Stub
5803,Anatoly Popov,1091180252,Stub
5804,"Sergey Popov (politician, born 1960)",1110241271,Start
5805,Vitaly Prilukov,1111057801,Stub
5806,Mikhail Prusak,1114096772,Start
5807,Viktor Rashnikov,1114957011,C
5808,Alexander Ryazanov,1106539266,Stub
5809,Fandas Safiullin,1100414698,Stub
5810,Vladimir Samozhenkov,1080825403,Stub
5811,Maria Sergeyeva,1105893508,Start
5812,Aleksei Shaposhnikov (politician),1090772724,Start
5813,Yevgeny Shaposhnikov,1114524280,C
5814,Ruslan Shaveddinov,1113689705,GA
5815,Roman Shaykhutdinov,1111055172,Start
5816,Pyotr Shilovsky,1093669018,Start
5817,Evgeny Shkolov,1112297382,C
5818,Alexander Shkurko,1114395638,Stub
5819,Aleksandr Shlyakhturov,1077147940,Stub
5820,Sergei Shmatko,1114096702,Start
5821,Yury Shutov,1090436906,C
5822,Anatoly Sliva,1103028407,Start
5823,Sergei Mikhailovich Smirnov,1090297059,Start
5824,Anatoly Sobchak,1113511384,C
5825,Valentina Sovkina,1007375263,Start
5826,Vladimir Starostenko,1114153845,C
5827,Sergei Storchak,1101913209,Start
5828,Denis Sverdlov,1109345703,Start
5829,Mikhail Svetov,1114919725,C
5830,Dmitry Ivanovich Sviatopolk-Mirsky,1111450361,Start
5831,Alexander Tarasov,1089097038,GA
5832,Sergei Ivanovich Tiulpanov,1112350018,Stub
5833,Kirill Tomashevich,971322102,Stub
5834,Sergey Tsoy,1084755816,Stub
5835,Alexander Turgenev,1104014205,Start
5836,Alipasha Umalatov,1094973437,Stub
5837,Dimitry Vasiliev,1080824990,Start
5838,Aleksandr Verkhovsky,1111908862,Start
5839,Sergey Verlin,1103424383,Stub
5840,Aleksandr Voloshin,1112768390,Start
5841,Lola Voronina,1080825066,Stub
5842,Oleg Vyugin,1111667077,Start
5843,Vasily Yakemenko,1105722458,Start
5844,Vladimir Yakunin,1112337553,C
5845,Mikhail Yefremov (politician),1113897347,Start
5846,Nikolai Yegorov (politician),1100427564,Stub
5847,Valentin Yumashev,1111138915,Start
5848,Igor Yusufov,1107903078,Start
5849,Vadim Zagladin,1103655257,Start
5850,Yury Zaostrovtsev,1112341299,Stub
5851,Vladimir Zaytsev,1083203316,Stub
5852,Valery Zorkin,1098784207,C
5853,Jacques Bihozagara,962450057,Start
5854,Francois Habitegeko,1093566116,Stub
5855,Soraya Hakuziyaremye,1113025870,Start
5856,Emmanuel Havugimana,1092282528,C
5857,Jean de Dieu Rurangirwa,1056019246,Stub
5858,Paul Kagame,1114414912,FA
5859,Froduald Karamira,1095387542,C
5860,Patrick Karegeya,1093281669,GA
5861,Alexandre Lyambabaje,1090449316,Start
5862,Christine Mukabunani,1068450641,Stub
5863,Monique Mukaruliza,1104981604,Start
5864,Thomas Nahimana,1112687307,Start
5865,François Ngarukiyintwali,1024022545,Stub
5866,Manasseh Nshuti,1080092568,Start
5867,Bernard Ntaganda,1056019386,Stub
5868,Solina Nyirahabimana,1113000424,Start
5869,Tharcisse Renzaho,1103863452,Start
5870,Anastase Shyaka,1088142303,Stub
5871,Gatabazi Jean Marie Vianney,1072416898,Start
5872,Protais Zigiranyirazo,1091835051,C
5873,Ricky Skerritt,1083795099,Start
5874,Sua Rimoni Ah Chong,1026249436,C
5875,Le Mamea Matatumua Ata,1058368388,Stub
5876,Va'aelua Eti Alesana,1056317694,Start
5877,Lauaki Namulauulu Mamoe,1105924212,C
5878,Tui Manuʻa Elisala,1112329208,C
5879,Toleʻafoa Solomona Toʻailoa,1040051734,Stub
5880,Tamaseu Leni Warren,1109671999,Stub
5881,Pio Chiaruzzi,1102951189,Stub
5882,Alessandro Mancini,1109440451,Stub
5883,Abdullah bin Faisal Al Saud (1831–1889),1114418865,GA
5884,Faisal bin Turki Al Saud (1785–1865),1114418964,GA
5885,Khalid bin Saud Al Saud (1811–1865),1114418953,C
5886,Armand-Pierre Angrand,1061043624,Stub
5887,Léopold Angrand,1093234974,Stub
5888,Alioune Badara Cissé,1101066687,Start
5889,Landing Badji,1093235128,Stub
5890,Cheikh Abdoul Khadre Cissokho,1075216122,Stub
5891,Modou Dia,1093235453,Stub
5892,Karamba Diaby,1112293494,C
5893,Youssou Diagne,1045109573,Stub
5894,Ibrahima Diallo (politician),1093235494,Stub
5895,Alioune Diop,1083577446,Start
5896,Cheikh Anta Diop,1114340224,GA
5897,Makhtar Diop,1105658956,C
5898,Ngalandou Diouf,1073073938,Start
5899,Cheikh Sadibou Fall,1104101465,Start
5900,Amadou Karim Gaye,1070369172,Stub
5901,Abbas Gueye,1055499648,Stub
5902,Aissa Mama Kane,1093235109,Stub
5903,Maïmouna Kane,1112938840,Stub
5904,Louis Le Gros,1103951329,Stub
5905,Amadou-Mahtar M'Bow,1110395778,Start
5906,Abdoul Aziz Mbaye,1104228582,Start
5907,Alioune Badara M'Bengue,1060926452,Stub
5908,Abdou Mbow,1043059347,Stub
5909,Penda Mbow,1088149192,Start
5910,Mamadou Bamba Ndiaye,1107438035,Stub
5911,Ndioro Ndiaye,1079855467,Start
5912,Khalilou Sall,1109928120,Stub
5913,Alioune Sarr,1106335288,C
5914,Assane Seck,1093235225,Stub
5915,Léopold Sédar Senghor,1110131122,GA
5916,Louis Jacques Senghor,1093235015,Stub
5917,Fatimata Seye Sylla,1012863505,Start
5918,Ousmane Sonko,1107427601,C
5919,Moustapha Sourang,1104101474,Start
5920,Branislav Andjelić,1112602637,C
5921,Vasilije Antonić,1046397354,Stub
5922,Shqiprim Arifi,1082363143,Start
5923,Sava Bjelanović,1081128278,Start
5924,Radmilo Bogdanović,1099253389,C
5925,Milenko Bojanić,1087862924,Stub
5926,Miloš Bojović (born 1938),1115089134,Start
5927,Stojan Bošković,1086699221,C
5928,Melko Čingrija,1078887578,Start
5929,Dragoslav Ćirković,1067963386,Stub
5930,Jovan Ćirković,1059400282,Start
5931,Dobrica Ćosić,1112008531,C
5932,Branislav Crnčević,1106879636,Start
5933,Dimitrije Davidović,1087660110,C
5934,Jovan Dejanović (politician),1108928519,Stub
5935,Stojimir Dobrosavljević,948320646,Stub
5936,Petar Dobrović,1089075335,Start
5937,Đura Dokić,1070594815,Start
5938,Panta Draškić,1064162273,Start
5939,Milorad Drašković,1092900587,Start
5940,Jovan Dučić,1082211776,C
5941,Milica Đurđević Stamenkovski,1113717164,Start
5942,Željko Fajfrić,1099453530,Stub
5943,Jevrem Grujić,1080713581,C
5944,Branislav Ikonić,1098336710,Stub
5945,Jovan Ilić,1113205322,Start
5946,Vlada Ilić,1078683933,GA
5947,Trivo Inđić,1113389874,Start
5948,Antonije Isaković,1057235218,Stub
5949,Oliver Ivanović,1110781072,C
5950,Golub Janić,1083111280,Start
5951,Đurica Jojkić,1059798583,Stub
5952,Dragić Joksimović,1100853216,Stub
5953,Dragutin Jovanović-Lune,1079710510,Start
5954,Dragan Jovanović (Yugoslav politician),1110036654,Stub
5955,Ljubomir Jovanović,1087632901,Start
5956,Stevan Knićanin,1102396011,C
5957,Milan Komnenić,1070857261,Start
5958,Josif Kostić,1083961566,Stub
5959,Drago Kovačević,1106827460,Start
5960,Milan Kovačević,1106995814,Start
5961,Bogoljub Kujundžić,1004921811,Start
5962,Ognjen Kuzmanović,1012902271,Stub
5963,Stjepan Mitrov Ljubiša,1099266672,C
5964,Panta Lunjevica,1021098036,Stub
5965,Čedomir Marjanović,1040820548,Stub
5966,Svetozar Marković,1074947381,C
5967,Dobrica Matković,1004905451,Stub
5968,Branko Mikašinović (politician),1030919277,Stub
5969,Miroslava Milenović,1108423117,Start
5970,Stevan Milosavljević,1072287796,Start
5971,Jevrem Nenadović,1086133404,Start
5972,Radovan Ničić,1099986846,Stub
5973,Vladimir Pavićević,1114141220,Start
5974,Đorđe M. Pavlović,1057492147,Stub
5975,Svetozar Pribićević,1093904984,C
5976,Medo Pucić,1081085155,C
5977,Stanko Radmilović,1031975915,Start
5978,Zoran Radojičić,1104115420,Start
5979,Miljko Radonjić,1089243958,Stub
5980,Miloš Radosavljević (politician),1008868122,Stub
5981,Žika Rafajlović,1010417854,Start
5982,Goran Rakić,1105188963,C
5983,Mita Rakić,1074905694,Start
5984,Dušan Salatić,1056918453,Stub
5985,Aleksandar Sandić,1086770734,C
5986,Miloš Savčić,1090027162,FA
5987,Arsenije Sečujac,1081133569,Start
5988,Stojan Simić,1059405629,Start
5989,Milan Smiljanić (priest),1009635579,Start
5990,Dragi Stamenković,1061050680,Stub
5991,Jovica Stanišić,1077489604,GA
5992,Tenka Stefanović,1074112381,Stub
5993,Dragiša Stojadinović,1099456616,C
5994,Savo Štrbac,1099456873,Start
5995,Jovan Subotić,1099456936,C
5996,Ilija Šumenković,1109096396,Start
5997,Ranko Tajsić,1079699589,Start
5998,Teodosije Maričević,1049200540,Start
5999,Mirko Tepavac,990045262,Stub
6000,Lazar Tomanović,1006895064,Stub
6001,Vasilije Trbić,1105497413,C
6002,Miloš Trifunović (politician),1100996406,GA
6003,Miloš Trivunac,1008868237,Start
6004,Dimitrije Tucović,1062103511,C
6005,Jovan Valenta,1079707469,Start
6006,Aleksandar Vasić (politician),892673943,Stub
6007,Dragan Velikić,1061323531,Stub
6008,Jovan Veselinov,1095927947,Stub
6009,Đorđe Vojnović,1024357513,Stub
6010,Milorad Vučelić,1114761288,Start
6011,Gavro Vučković Krajišnik,1107975991,Start
6012,Milija Zdravković,1103151078,Stub
6013,Dušan Zelenbaba,1094283630,Start
6014,Nebojša Zelenović,1099395107,Start
6015,Petar Živković,1104129672,Start
6016,Usame Zukorlić,1102194323,Start
6017,Charles Bastienne,1076671631,Stub
6018,Wallace Cosgrow,1076671993,Stub
6019,Didier Dogley,1076671502,Stub
6020,Errol Fonseka,1070911539,Stub
6021,Joel Morgan,1079606825,Stub
6022,Satya Naidu,1066946719,Start
6023,T. J. Alldridge,1083153375,Stub
6024,John Amadu Bangura,1098272585,C
6025,Arnold Jonathan Bishop-Gooding,1101346073,Start
6026,Christopher Okoro Cole,1110752519,Start
6027,Moinina Fofana,949534467,Stub
6028,Isatu Fofanah (politician),1079483963,Stub
6029,David J. Francis (politician),1092035699,C
6030,Momoh Gulama,949562875,Start
6031,Mohamed Wurie Jalloh,1009329190,Stub
6032,Henry M. Joko-Smart,1099837505,Start
6033,Andrew Juxon-Smith,1104489204,Stub
6034,Sunkari Kabba-Kamara,1077051140,Start
6035,Yahya Kanu,1107226049,Start
6036,Edward Kargbo,1094590470,Stub
6037,Momodu Kargbo,1081953244,Stub
6038,Danda Mohamed Kondeh,949695532,Stub
6039,David Lansana,1100260184,C
6040,Henry Josiah Lightfoot Boston,1115228918,Start
6041,Émile F. Luke,1110752536,Stub
6042,Henry O. Macauley,1087779835,Stub
6043,Alie Badara Mansaray,1000259166,Stub
6044,Mohamed Kamarainba Mansaray,1105894039,C
6045,Solomon Musa,1078399680,Start
6046,Thomas Peters (revolutionary),1102429329,C
6047,Bai Kelfa Sankoh,1093263811,Stub
6048,Tinga Seisay,1103837195,C
6049,Solomon Athanasius James Pratt,1104360217,Stub
6050,Valentine Strasser,1109040965,C
6051,Alpha Timbo,971644466,Start
6052,Andrew Kuan,1106351077,Start
6053,Lim Han Hoe,1108446872,C
6054,Ooi Boon Ewe,1103546461,Start
6055,Rudolf Filkus,1006072918,Stub
6056,Ján Francisci-Rimavský,1107024861,C
6057,Jozef Gregor-Tajovský,1084055090,C
6058,Milan Haborák,1065133185,Start
6059,Ivan Hopta,1106148875,Stub
6060,Jozef Miloslav Hurban,1102138127,C
6061,Antonín Janoušek,1081772760,Start
6062,Ján Kollár,1105810000,C
6063,Juraj Košút,1098001466,C
6064,Ivan Lesay,1093239574,GA
6065,Ivan Lexa,1113198710,Start
6066,Ján Lunter,1105947402,Start
6067,Štefan Osuský,1080228202,C
6068,Gabriel Palacka,1109948113,Start
6069,Simona Petrík,1112839272,C
6070,Julián Šimko,1090354432,Stub
6071,Jozef Sivák,1105404075,Stub
6072,Radovan Sloboda (politician),1106146529,Start
6073,Ľudovít Štúr,1104491431,B
6074,Jaroslav Svěchota,1100316238,Start
6075,8th National Assembly of Slovenia,1110653139,B
6076,Viktor Avbelj,1076931457,Stub
6077,Josef Anton Barbo von Waxenstein,1099768272,Start
6078,Joseph Emanuel Barbo von Waxenstein,1114107894,Start
6079,Tatjana Bobnar,1110339618,Start
6080,József Borovnyák,1095084562,Stub
6081,Klemen Boštjančič,1111951290,Start
6082,Uroš Brežan,1110339465,Start
6083,Ivan Cankar,1072162015,C
6084,Jože P. Damijan,1006800884,GA
6085,Lambert Ehrlich,1090244530,GA
6086,Emilija Stojmenova Duh,1101796769,Start
6087,Josip Ferfolja,1099213916,Start
6088,Sanja Ajanovič Hovnik,1110339664,Start
6089,Johann Nepomuk Hradeczky,1030361090,Start
6090,Božidar Jakac,1089135416,C
6091,József Klekl (politician),1091872792,Start
6092,József Klekl (writer),1078005718,Start
6093,Boris Kraigher,1063586220,Stub
6094,Jožef Krajnc,1114850674,Start
6095,Ivan Kramberger,1102238755,Start
6096,István Kühár,1078006386,Stub
6097,Matija Majar,1078006826,Start
6098,Andrej Marinc,1095085152,Stub
6099,Mark Boris Andrijanič,1114119903,Start
6100,Drago Marušič,1101649728,Start
6101,Matej Arčon,1091947189,Start
6102,Anton Novačan,1099927478,Start
6103,Igor Papič,1110338248,Stub
6104,Dominika Švarc Pipan,1110339643,Start
6105,Jože Podgoršek,1100530431,Stub
6106,Dušan Šinigoj,1011743534,Stub
6107,Matija Škerbec,1084428429,B
6108,Alenka Smerkolj,1085316550,Start
6109,Janko Smole,1076927921,Stub
6110,Franc Snoj,1089996788,Stub
6111,Patricija Šulin,1057402692,Stub
6112,József Szakovics,1078575911,Start
6113,Vilmos Tkálecz,1011171974,Stub
6114,Ludvik Toplak,1099224184,Start
6115,Asta Vrečko,1110339536,Start
6116,Valentin Zarnik,1095084255,Stub
6117,Janez Zemljarič,1076929779,Stub
6118,Nestor Ghiro,1103157870,Stub
6119,John Dean Kuku,1103157243,Stub
6120,Doreen Kuper,1071176674,Start
6121,Eric Lawson (politician),1103173015,Start
6122,John Maneniaru,1103157725,Stub
6123,Andrew Manepora,1103157719,Stub
6124,Julian Moti,1097797290,C
6125,Bartholomew Parapolo,1103157673,Stub
6126,Daniel Suidani,1109257595,Start
6127,Anthony Veke,921555219,Stub
6128,Joseph Waleanisia,1103157537,Stub
6129,Ajilon Jasper Nasiu,1103157600,Stub
6130,Hassan Adan Wadadid,1042858869,Start
6131,Raqiya Haji Dualeh Abdalla,1070088517,C
6132,Mohamoud Diriye Abdi Joof,1025168021,Stub
6133,Abdihakim Luqman,1050295609,Stub
6134,Abdillahi Fadal Iman,1108538185,Stub
6135,Ahmed Abdisalam Adan,1103645386,C
6136,Abukar Umar Adani,1062681170,Stub
6137,Abshir Aden Ferro,1080801324,C
6138,Aden Isaq Ahmed,1089541757,Start
6139,Abdulahi Ahmed Afrah,1062657842,Stub
6140,Agalule,969628551,Stub
6141,Ahmed Abdi Mohamed,1100656544,C
6142,Abdirahman Ahmed,1024854466,Stub
6143,Abdullahi Mohamed Ali,1086170226,Start
6144,Ahmed Ibrahim Artan,1091235719,Start
6145,Awad Ahmed Ashareh,934134220,Stub
6146,Ali Abdi Aware,1101217147,Stub
6147,Abdurahman Abdullahi Baadiyow,1100441625,Start
6148,Bashir Bililiqo,1111557716,Stub
6149,Abdinuur Biindhe,1095417153,Stub
6150,Hussein Hagi Bood,1106104619,Stub
6151,Abdi Hassan Buni,1091978667,Start
6152,Dahir Mohamud Gelle,1086845086,Stub
6153,Abdikarin Dahir,919546861,Stub
6154,Abdikarim Dhaaye,916623039,Stub
6155,Ali Dhere,1111018225,Stub
6156,Djama Ali Moussa,1084934202,Stub
6157,Ahmed Farah Dualeh,1088167837,Stub
6158,Mohamed Omar Dubad,1036128178,Start
6159,Osman Dubbe,1104337611,Start
6160,Mohamed Ali Facaye,959891467,Stub
6161,Abdulcadir Gabeire Farah,1083176145,B
6162,Abdulrahim Abby Farah,1082812482,C
6163,Ahmed Moalim Fiqi,1113844912,Start
6164,Mohamud Abdi Gaab,1059533900,Stub
6165,Ahmed Gacmayare,1055233016,Stub
6166,Garaad Abdulahi Garaad Soofe,1092287063,Start
6167,Garab-Yare,948816741,Stub
6168,Jama Mohamed Ghalib,1113251693,Start
6169,Ahmed Mohamed Gulaid,1088536676,Stub
6170,Yusuf Ahmed Hagar Dabageed,1057222114,Start
6171,Zakaria Mohamed Haji-Abdi,1001700462,Start
6172,Anisa Hajimumin,1114018333,Start
6173,Abdulkadir Abdi Hashi,1033350989,Start
6174,Mohamed Ali Hassan,1051816121,Stub
6175,Zakia Hussein,1112017371,Stub
6176,Abdirahman Haji Aden Ibbi,1093240772,Stub
6177,Ibraahim Guure,1041051193,Stub
6178,Hanifa Mohamed Ibrahim,1042602017,Stub
6179,Ahmed Mohamed Iman,1093959197,Stub
6180,Ibrahim Artan Ismail,1092718719,Stub
6181,Mohamed Sheikh Ismail,1009328790,Start
6182,Yusuf Mohamed Ismail,1030025861,Start
6183,Abdihamid Sheikh Abdisalam Isse,993306568,Stub
6184,Ahmed Sheikh Jama,971059346,Stub
6185,Bashir Mohamed Jama,1047607338,Start
6186,Farah Ali Jama,1069321898,Start
6187,Hibaq Jama,1082993295,Stub
6188,Mohamed Yusuf Jama,1105894241,Stub
6189,Abdirahman Janaqow,1016481335,Start
6190,Yusuf Hussein Jimaale,1109018708,Stub
6191,Abdirizak Jurile,1114253924,Start
6192,Muna Khalif,1098095871,Start
